nichd,gam_score,ade
early_childhood,0.679963377378298,21603086_36918937
infancy,0.297834934969166,21603086_36918937
late_adolescence,1.22304682222316,21603086_36918937
middle_childhood,0.86408886581653,21603086_36918937
term_neonatal,0.100578181067313,21603086_36918937
toddler,0.492043943649778,21603086_36918937
early_adolescence,0.36131845953824,21604711_37119542
early_childhood,0.218023798306717,21604711_37119542
infancy,0.0741316342148214,21604711_37119542
late_adolescence,0.434486608717544,21604711_37119542
middle_childhood,0.28905992862362,21604711_37119542
term_neonatal,0.00127955046103419,21604711_37119542
toddler,0.146493819800625,21604711_37119542
early_adolescence,4.80170277159719e-05,21602985_36211464
early_childhood,2.17672053475046e-05,21602985_36211464
infancy,-2.08598353616087e-06,21602985_36211464
late_adolescence,6.1495020017086e-05,21602985_36211464
middle_childhood,3.46153808249739e-05,21602985_36211464
term_neonatal,-1.35017277861308e-05,21602985_36211464
toddler,9.59023350297152e-06,21602985_36211464
early_adolescence,-0.000152008291164014,21604571_36718365
early_childhood,-9.05864055699464e-05,21604571_36718365
infancy,-2.75116869271601e-05,21604571_36718365
late_adolescence,-0.0001820037653027,21604571_36718365
middle_childhood,-0.000121593269394602,21604571_36718365
term_neonatal,4.0320082882975e-06,21604571_36718365
toddler,-5.91331022817589e-05,21604571_36718365
early_adolescence,-1.91630268864378e-05,21604433_36718542
early_childhood,-9.65712224671515e-06,21604433_36718542
infancy,-5.39966239733572e-07,21604433_36718542
late_adolescence,-2.3931596151385e-05,21604433_36718542
middle_childhood,-1.43868124321489e-05,21604433_36718542
term_neonatal,3.8838517751184e-06,21604433_36718542
toddler,-5.04566778333248e-06,21604433_36718542
early_adolescence,0.836811043287076,21602806_35909571
early_childhood,0.484901534604875,21602806_35909571
infancy,0.135324436508838,21602806_35909571
late_adolescence,1.01257343930144,21602806_35909571
middle_childhood,0.661084164013088,21602806_35909571
term_neonatal,-0.0382382668378974,21602806_35909571
toddler,0.30953273116748,21602806_35909571
early_adolescence,1.76013515670581e-05,21602735_36110719
early_childhood,1.03785655452822e-05,21602735_36110719
infancy,3.45127375952699e-06,21602735_36110719
late_adolescence,2.13123849347646e-05,21602735_36110719
middle_childhood,1.395023627858e-05,21602735_36110719
term_neonatal,1.86172235554306e-08,21602735_36110719
toddler,6.88942839969899e-06,21602735_36110719
early_adolescence,2.46683791888859e-06,21604559_36919026
early_childhood,1.54631390378967e-06,21604559_36919026
infancy,5.70870673891228e-07,21604559_36919026
late_adolescence,2.91266566795517e-06,21604559_36919026
middle_childhood,2.01255448304886e-06,21604559_36919026
term_neonatal,7.49154125488195e-08,21604559_36919026
toddler,1.06351840020901e-06,21604559_36919026
early_adolescence,4.03658940880777,21604213_35204981
early_childhood,2.34908693512526,21604213_35204981
infancy,0.685786503345922,21604213_35204981
late_adolescence,4.87439888422142,21604213_35204981
middle_childhood,3.19157065017422,21604213_35204981
term_neonatal,-0.139245932221906,21604213_35204981
toddler,1.5141819485396,21604213_35204981
early_adolescence,1.24192870140361e-06,21603497_35406306
early_childhood,8.31012490972286e-07,21603497_35406306
infancy,3.44561087265249e-07,21603497_35406306
late_adolescence,1.42132902042393e-06,21603497_35406306
middle_childhood,1.04973168168666e-06,21603497_35406306
term_neonatal,9.28050598290396e-08,21603497_35406306
toddler,5.92742883314655e-07,21603497_35406306
early_adolescence,1.22414464947655,21604422_42890469
early_childhood,0.76105393556602,21604422_42890469
infancy,0.273042416334422,21604422_42890469
late_adolescence,1.45263637033488,21604422_42890469
middle_childhood,0.995302683416934,21604422_42890469
term_neonatal,0.0256748347264585,21604422_42890469
toddler,0.519129998149707,21604422_42890469
early_adolescence,-0.00103964982367642,21603613_35809072
early_childhood,-0.000576206031357412,21603613_35809072
infancy,-0.000131652029601982,21603613_35809072
late_adolescence,-0.0012759027380165,21603613_35809072
middle_childhood,-0.000805447537595447,21603613_35809072
term_neonatal,8.65870889192014e-05,21603613_35809072
toddler,-0.000352146121111656,21603613_35809072
early_adolescence,9.51173323117058e-07,21600816_35104308
early_childhood,6.66729009660441e-07,21600816_35104308
infancy,2.83207745007287e-07,21600816_35104308
late_adolescence,1.06144956210464e-06,21600816_35104308
middle_childhood,8.26304845962589e-07,21600816_35104308
term_neonatal,8.05508987155877e-08,21600816_35104308
toddler,4.81394261146891e-07,21600816_35104308
early_adolescence,3.19831898402544e-06,21604757_37622465
early_childhood,3.10210501747783e-06,21604757_37622465
infancy,2.61724139364748e-06,21604757_37622465
late_adolescence,3.16554957585999e-06,21604757_37622465
middle_childhood,3.18606790570402e-06,21604757_37622465
term_neonatal,2.24121097125085e-06,21604757_37622465
toddler,2.91391943360165e-06,21604757_37622465
early_adolescence,-0.232830737882228,21604436_36211677
early_childhood,-0.140243325257169,21604436_36211677
infancy,-0.0445318932552652,21604436_36211677
late_adolescence,-0.278106379768195,21604436_36211677
middle_childhood,-0.187035331408514,21604436_36211677
term_neonatal,0.00343455414363982,21604436_36211677
toddler,-0.0925786847328456,21604436_36211677
early_adolescence,9.11266232288189e-06,21600994_36416600
early_childhood,6.22417397946995e-06,21600994_36416600
infancy,2.56389251281841e-06,21600994_36416600
late_adolescence,1.03734332586863e-05,21600994_36416600
middle_childhood,7.7484592157137e-06,21600994_36416600
term_neonatal,6.13151990340773e-07,21600994_36416600
toddler,4.46597411537384e-06,21600994_36416600
early_adolescence,-0.000433706057753058,21604577_36718368
early_childhood,-0.000236635817682685,21604577_36718368
infancy,-3.86774586239222e-05,21604577_36718368
late_adolescence,-0.000530523903182419,21604577_36718368
middle_childhood,-0.000335413894682605,21604577_36718368
term_neonatal,6.05152632967087e-05,21604577_36718368
toddler,-0.000137788235792559,21604577_36718368
early_adolescence,-0.194744852404864,21602735_35809357
early_childhood,-0.117355917437777,21602735_35809357
infancy,-0.0351081098113654,21602735_35809357
late_adolescence,-0.231416622455849,21602735_35809357
middle_childhood,-0.156926622906521,21602735_35809357
term_neonatal,0.00609886309115683,21602735_35809357
toddler,-0.0764466178662399,21602735_35809357
early_adolescence,0.316420926094508,43534827_36919068
early_childhood,0.184464047884082,43534827_36919068
infancy,0.0538198487769781,43534827_36919068
late_adolescence,0.381613100670075,43534827_36919068
middle_childhood,0.250456554773986,43534827_36919068
term_neonatal,-0.0110452967951606,43534827_36919068
toddler,0.118921723747506,43534827_36919068
early_adolescence,-0.000243438449880654,45893488_36316184
early_childhood,-0.000125492966042798,45893488_36316184
infancy,-1.21484914855832e-06,45893488_36316184
late_adolescence,-0.000301122400200646,45893488_36316184
middle_childhood,-0.000185082515083983,45893488_36316184
term_neonatal,6.31018963064802e-05,45893488_36316184
toddler,-6.4242994908523e-05,45893488_36316184
early_adolescence,-1.09392969437332e-05,21604437_37219820
early_childhood,-6.86595356379742e-06,21604437_37219820
infancy,-2.74375264011787e-06,21604437_37219820
late_adolescence,-1.30074384583918e-05,21604437_37219820
middle_childhood,-8.9041219888194e-06,21604437_37219820
term_neonatal,-6.69904769544067e-07,21604437_37219820
toddler,-4.81112578939323e-06,21604437_37219820
early_adolescence,1.23179502984322,21601432_35909518
early_childhood,0.709396604769466,21601432_35909518
infancy,0.191049989119945,21601432_35909518
late_adolescence,1.49039745918107,21601432_35909518
middle_childhood,0.97119487992915,21601432_35909518
term_neonatal,-0.0657977440020853,21601432_35909518
toddler,0.449173971755731,21601432_35909518
early_adolescence,1.39794556890045e-05,21601390_36416574
early_childhood,7.80198175957901e-06,21601390_36416574
infancy,1.77879843958017e-06,21601390_36416574
late_adolescence,1.71502993379047e-05,21601390_36416574
middle_childhood,1.0873604112379e-05,21601390_36416574
term_neonatal,-1.19245236555017e-06,21601390_36416574
toddler,4.77119645810233e-06,21601390_36416574
early_adolescence,-5.50649331142306e-05,21602540_35809076
early_childhood,-5.86493292908821e-05,21602540_35809076
infancy,-5.71838349527779e-05,21602540_35809076
late_adolescence,-5.36042394290156e-05,21602540_35809076
middle_childhood,-5.72853772038955e-05,21602540_35809076
term_neonatal,-5.50720640083211e-05,21602540_35809076
toddler,-5.85535919890497e-05,21602540_35809076
early_adolescence,4.30329824676378e-07,21600493_36617295
early_childhood,1.05448488188537e-07,21600493_36617295
infancy,7.59087973044185e-08,21600493_36617295
late_adolescence,6.5805402790063e-07,21600493_36617295
middle_childhood,2.3539886554991e-07,21600493_36617295
term_neonatal,1.38221388229375e-07,21600493_36617295
toddler,5.5770781041476e-08,21600493_36617295
early_adolescence,-0.000221650894199398,21604151_45885570
early_childhood,-0.000119975562307365,21604151_45885570
infancy,-3.18870605436153e-05,21604151_45885570
late_adolescence,-0.000276755562587829,21604151_45885570
middle_childhood,-0.00016838026715904,21604151_45885570
term_neonatal,1.04289818058864e-05,21604151_45885570
toddler,-7.50166405051244e-05,21604151_45885570
early_adolescence,-7.45335681344582e-08,21604559_35909441
early_childhood,3.09629783381325e-07,21604559_35909441
infancy,3.85399161613717e-07,21604559_35909441
late_adolescence,-3.39711250600502e-07,21604559_35909441
middle_childhood,1.55911753391281e-07,21604559_35909441
term_neonatal,3.71972167812733e-07,21604559_35909441
toddler,3.76667901523508e-07,21604559_35909441
early_adolescence,-0.553170269575774,21603164_35205023
early_childhood,-0.342161620007407,21603164_35205023
infancy,-0.13073688441334,21603164_35205023
late_adolescence,-0.658923545604872,21603164_35205023
middle_childhood,-0.447737332558839,21603164_35205023
term_neonatal,-0.0250148380400936,21603164_35205023
toddler,-0.23644065006345,21603164_35205023
early_adolescence,4.49012363192189e-07,21600493_35809387
early_childhood,2.01306054378418e-07,21600493_35809387
infancy,-3.28856092887489e-08,21600493_35809387
late_adolescence,5.63932014254464e-07,21600493_35809387
middle_childhood,3.2515245138357e-07,21600493_35809387
term_neonatal,-1.45858848079725e-07,21600493_35809387
toddler,8.21800779727369e-08,21600493_35809387
early_adolescence,-5.95699223703967e-06,21603800_36311946
early_childhood,-3.36941571196618e-06,21603800_36311946
infancy,-9.91277680745938e-07,21603800_36311946
late_adolescence,-7.30220764886351e-06,21603800_36311946
middle_childhood,-4.6299986087887e-06,21603800_36311946
term_neonatal,1.70104021416168e-07,21603800_36311946
toddler,-2.16471152992502e-06,21603800_36311946
early_adolescence,1.86947554088766e-05,21605129_37320215
early_childhood,1.15140304785341e-05,21605129_37320215
infancy,3.80722759924781e-06,21605129_37320215
late_adolescence,2.20308521155189e-05,21605129_37320215
middle_childhood,1.51849974091854e-05,21605129_37320215
term_neonatal,-1.59042140356305e-07,21605129_37320215
toddler,7.72285721457131e-06,21605129_37320215
early_adolescence,0.000283242293815789,21603549_35809077
early_childhood,0.000121192631698624,21603549_35809077
infancy,-2.00048768578222e-05,21603549_35809077
late_adolescence,0.000370393832828414,21603549_35809077
middle_childhood,0.000199292726220126,21603549_35809077
term_neonatal,-8.69474685652102e-05,21603549_35809077
toddler,4.8704971357943e-05,21603549_35809077
early_adolescence,4.31865562996375e-05,21600658_36211325
early_childhood,2.51365714671475e-05,21600658_36211325
infancy,7.23584352080057e-06,21600658_36211325
late_adolescence,5.20818939296687e-05,21600658_36211325
middle_childhood,3.41703603450944e-05,21600658_36211325
term_neonatal,-1.65331498157472e-06,21600658_36211325
toddler,1.61572082563232e-05,21600658_36211325
early_adolescence,0.415696602907992,21602806_36718353
early_childhood,0.27676851739503,21602806_36718353
infancy,0.130924982964195,21602806_36718353
late_adolescence,0.481210200173249,21602806_36718353
middle_childhood,0.347930047118681,21602806_36718353
term_neonatal,0.0581518869718572,21602806_36718353
toddler,0.204060708871387,21602806_36718353
early_adolescence,0.166499614388591,21601435_35104236
early_childhood,0.098828424842529,21601435_35104236
infancy,0.0319055800177863,21601435_35104236
late_adolescence,0.200456956125386,21601435_35104236
middle_childhood,0.132540107545155,21601435_35104236
term_neonatal,-0.00158501795522707,21601435_35104236
toddler,0.0653460736598284,21601435_35104236
early_adolescence,4.31654181551902,21603911_36110516
early_childhood,2.65431842738683,21603911_36110516
infancy,0.908530318449908,21603911_36110516
late_adolescence,5.07422444278959,21603911_36110516
middle_childhood,3.50471937535121,21603911_36110516
term_neonatal,0.0294135967018555,21603911_36110516
toddler,1.78532339341189,21603911_36110516
early_adolescence,0.612116280066481,21603154_36718214
early_childhood,0.356604404860213,21603154_36718214
infancy,0.101855711211926,21603154_36718214
late_adolescence,0.735789774569306,21603154_36718214
middle_childhood,0.484930133118948,21603154_36718214
term_neonatal,-0.0247237512719808,21603154_36718214
toddler,0.228852501969365,21603154_36718214
early_adolescence,-8.19303729712977e-06,21602977_35708155
early_childhood,-5.18849708300787e-06,21602977_35708155
infancy,-2.16983876489158e-06,21602977_35708155
late_adolescence,-9.74042243459848e-06,21602977_35708155
middle_childhood,-6.68693607746737e-06,21602977_35708155
term_neonatal,-6.53738469127945e-07,21602977_35708155
toddler,-3.68225723849565e-06,21602977_35708155
early_adolescence,-3.3887630854866e-05,21602648_37219834
early_childhood,-2.06792008256663e-05,21602648_37219834
infancy,-7.4694552091955e-06,21602648_37219834
late_adolescence,-4.05121956871024e-05,21602648_37219834
middle_childhood,-2.72842983573714e-05,21602648_37219834
term_neonatal,-8.63646882941187e-07,21602648_37219834
toddler,-1.40730176509183e-05,21602648_37219834
early_adolescence,0.000594756651359992,21603898_36110642
early_childhood,0.00037592141759738,21603898_36110642
infancy,0.000112635704058724,21603898_36110642
late_adolescence,0.000689031299119442,21603898_36110642
middle_childhood,0.000490442164070409,21603898_36110642
term_neonatal,-2.54484770345922e-05,21603898_36110642
toddler,0.000248191620138519,21603898_36110642
early_adolescence,-1.08597486180867e-05,21600747_35809181
early_childhood,-8.20946282014419e-06,21600747_35809181
infancy,-4.59869276799367e-06,21600747_35809181
late_adolescence,-1.17801462671361e-05,21600747_35809181
middle_childhood,-9.69088445626034e-06,21600747_35809181
term_neonatal,-2.65493533905854e-06,21600747_35809181
toddler,-6.47904691818803e-06,21600747_35809181
early_adolescence,0.702192961916268,21604566_36617308
early_childhood,0.389490133358019,21604566_36617308
infancy,0.0920487204452749,21604566_36617308
late_adolescence,0.862666869121948,21604566_36617308
middle_childhood,0.54377494093374,21604566_36617308
term_neonatal,-0.053960648312162,21604566_36617308
toddler,0.23934919199761,21604566_36617308
early_adolescence,0.00024905734209866,21603605_35708208
early_childhood,0.000137661267191574,21603605_35708208
infancy,2.73736630820434e-05,21603605_35708208
late_adolescence,0.000303650252652708,21603605_35708208
middle_childhood,0.000193582448560351,21603605_35708208
term_neonatal,-2.71533654789398e-05,21603605_35708208
toddler,8.22144804697629e-05,21603605_35708208
early_adolescence,1.38000367167039,21602085_36312531
early_childhood,0.808175092345801,21602085_36312531
infancy,0.239245771682111,21602085_36312531
late_adolescence,1.66077721568228,21602085_36312531
middle_childhood,1.09470684780652,21602085_36312531
term_neonatal,-0.0435325405582508,21602085_36312531
toddler,0.52291054024399,21602085_36312531
early_adolescence,0.868987389713943,21602732_36919082
early_childhood,0.453317352756449,21602732_36919082
infancy,0.0769379833228099,21602732_36919082
late_adolescence,1.09296452377658,21602732_36919082
middle_childhood,0.65492703435352,21602732_36919082
term_neonatal,-0.105236909194077,21602732_36919082
toddler,0.261908417305472,21602732_36919082
early_adolescence,0.0006320797752611,21601432_37219868
early_childhood,0.000339180235254011,21601432_37219868
infancy,6.78809415509294e-05,21601432_37219868
late_adolescence,0.000786867023380859,21601432_37219868
middle_childhood,0.00048231483336251,21601432_37219868
term_neonatal,-6.4300927904087e-05,21601432_37219868
toddler,0.000201704205147409,21601432_37219868
early_adolescence,0.00146808004395517,21604716_36919045
early_childhood,0.000848336266036799,21604716_36919045
infancy,0.000230967719332125,21604716_36919045
late_adolescence,0.00177245620524076,21604716_36919045
middle_childhood,0.00115884435735144,21604716_36919045
term_neonatal,-7.63510437355016e-05,21604716_36919045
toddler,0.000538985674952225,21604716_36919045
early_adolescence,-4.64463936580093e-06,21603009_35809220
early_childhood,-2.90308797670201e-06,21603009_35809220
infancy,-1.32911761784686e-06,21603009_35809220
late_adolescence,-5.53484410455775e-06,21603009_35809220
middle_childhood,-3.74277482326517e-06,21603009_35809220
term_neonatal,-5.52173468884071e-07,21603009_35809220
toddler,-2.10802563300438e-06,21603009_35809220
early_adolescence,3.425970072412e-06,21601390_36516988
early_childhood,1.86319316220631e-06,21601390_36516988
infancy,3.87667390594061e-07,21601390_36516988
late_adolescence,4.23201424372555e-06,21601390_36516988
middle_childhood,2.6325703877198e-06,21601390_36516988
term_neonatal,-3.3449178055034e-07,21601390_36516988
toddler,1.1173329781243e-06,21601390_36516988
early_adolescence,0.445250834879371,21602734_36718061
early_childhood,0.275470438519367,21602734_36718061
infancy,0.116622244475763,21602734_36718061
late_adolescence,0.531474694433084,21602734_36718061
middle_childhood,0.359513829335985,21602734_36718061
term_neonatal,0.0408738532175994,21602734_36718061
toddler,0.194457340103754,21602734_36718061
early_adolescence,-3.89837947295939e-06,21600096_36516930
early_childhood,-2.27959944783667e-06,21600096_36516930
infancy,-7.63778713229043e-07,21600096_36516930
late_adolescence,-4.73781281411109e-06,21600096_36516930
middle_childhood,-3.07864144855355e-06,21600096_36516930
term_neonatal,-2.31397190431567e-08,21600096_36516930
toddler,-1.51152310629916e-06,21600096_36516930
early_adolescence,-2.62208001611875e-06,21600399_35809098
early_childhood,-2.23148275544565e-06,21600399_35809098
infancy,-1.49981741960419e-06,21600399_35809098
late_adolescence,-2.67259958299181e-06,21600399_35809098
middle_childhood,-2.48210092246717e-06,21600399_35809098
term_neonatal,-1.08311801798009e-06,21600399_35809098
toddler,-1.89262129135391e-06,21600399_35809098
early_adolescence,-0.000152800326408049,21603929_46276591
early_childhood,-8.78870522485165e-05,21603929_46276591
infancy,-2.38967557591995e-05,21603929_46276591
late_adolescence,-0.000186095145853661,21603929_46276591
middle_childhood,-0.000120012772094099,21603929_46276591
term_neonatal,8.53228002677062e-06,21603929_46276591
toddler,-5.59705047095217e-05,21603929_46276591
early_adolescence,1.30856467513912,21600005_36918942
early_childhood,1.60133968347991,21600005_36918942
infancy,2.32662079921205,21600005_36918942
late_adolescence,1.21644901840643,21600005_36918942
middle_childhood,1.41077168689745,21600005_36918942
term_neonatal,2.75538193624601,21600005_36918942
toddler,1.91883673278114,21600005_36918942
early_adolescence,2.91764022335337,21603980_36009838
early_childhood,1.76278105105383,21603980_36009838
infancy,0.56843739921398,21603980_36009838
late_adolescence,3.44586493239218,21603980_36009838
middle_childhood,2.35131085155042,21603980_36009838
term_neonatal,-0.0299714250296348,21603980_36009838
toddler,1.16663943169829,21603980_36009838
early_adolescence,0.0026208981977295,21603137_37119545
early_childhood,0.00150257688951756,21603137_37119545
infancy,0.000402147680970903,21603137_37119545
late_adolescence,0.0031886991961084,21603137_37119545
middle_childhood,0.00205999527872644,21603137_37119545
term_neonatal,-0.00014293901862826,21603137_37119545
toddler,0.000949990926874166,21603137_37119545
early_adolescence,1.45369530558123,21602800_36918873
early_childhood,0.792467446085569,21602800_36918873
infancy,0.179037093981654,21602800_36918873
late_adolescence,1.80374152579885,21602800_36918873
middle_childhood,1.11558245650897,21602800_36918873
term_neonatal,-0.120322650514025,21602800_36918873
toddler,0.481804156384109,21602800_36918873
early_adolescence,0.748113624332558,21601121_37622529
early_childhood,0.457317622307397,21601121_37622529
infancy,0.15215235306882,21601121_37622529
late_adolescence,0.886669637918797,21601121_37622529
middle_childhood,0.605532977273443,21601121_37622529
term_neonatal,-0.00166379397689197,21601121_37622529
toddler,0.305528753438183,21601121_37622529
early_adolescence,-1.20124301738555e-05,21604562_36718016
early_childhood,-7.36771143735225e-06,21604562_36718016
infancy,-2.69701744064113e-06,21604562_36718016
late_adolescence,-1.43404007965183e-05,21604562_36718016
middle_childhood,-9.69296261192651e-06,21604562_36718016
term_neonatal,-3.56250912132076e-07,21604562_36718016
toddler,-5.03452543998254e-06,21604562_36718016
early_adolescence,1.71128013824904e-05,21603908_35708597
early_childhood,9.90786851144259e-06,21603908_35708597
infancy,2.76863225237871e-06,21603908_35708597
late_adolescence,2.06220574407512e-05,21603908_35708597
middle_childhood,1.35232322930605e-05,21603908_35708597
term_neonatal,-7.76471794952764e-07,21603908_35708597
toddler,6.32223201579112e-06,21603908_35708597
early_adolescence,0.000160939448899426,21604745_36919101
early_childhood,9.96985694482994e-05,21604745_36919101
infancy,3.72408044036295e-05,21604745_36919101
late_adolescence,0.000190913159985363,21604745_36919101
middle_childhood,0.000130443744839173,21604745_36919101
term_neonatal,5.55152143004707e-06,21604745_36919101
toddler,6.87063724137122e-05,21604745_36919101
early_adolescence,0.000274050097704332,21600234_37320154
early_childhood,0.000163796348913474,21600234_37320154
infancy,4.91727576967852e-05,21600234_37320154
late_adolescence,0.000326623935153621,21600234_37320154
middle_childhood,0.000219931787811778,21600234_37320154
term_neonatal,-8.32002477582523e-06,21600234_37320154
toddler,0.000106636178314694,21600234_37320154
early_adolescence,0.15843604570496,21601423_36818634
early_childhood,0.0945752956188468,21601423_36818634
infancy,0.0347742288588461,21601423_36818634
late_adolescence,0.191766062573647,21601423_36818634
middle_childhood,0.125893121398772,21601423_36818634
term_neonatal,0.0055679096037664,21601423_36818634
toddler,0.0643561621160498,21601423_36818634
early_adolescence,0.348116877666195,21603021_35708100
early_childhood,0.18845904897883,21603021_35708100
infancy,0.0389026988950734,21603021_35708100
late_adolescence,0.431195752139443,21603021_35708100
middle_childhood,0.266840279335079,21603021_35708100
term_neonatal,-0.0341984935104522,21603021_35708100
toddler,0.112790244659377,21603021_35708100
early_adolescence,-4.05774982848511e-06,21602985_35708603
early_childhood,-2.06291221400613e-06,21602985_35708603
infancy,-5.37034554705445e-07,21602985_35708603
late_adolescence,-5.20276363255418e-06,21602985_35708603
middle_childhood,-2.97913956240374e-06,21602985_35708603
term_neonatal,1.75426657662415e-07,21602985_35708603
toddler,-1.2691707836355e-06,21602985_35708603
early_adolescence,0.37796568437736,21602737_36617436
early_childhood,0.251452072541645,21602737_36617436
infancy,0.106649965134768,21602737_36617436
late_adolescence,0.437016659658099,21602737_36617436
middle_childhood,0.317061122286743,21602737_36617436
term_neonatal,0.0315906742389818,21602737_36617436
toddler,0.180588335321049,21602737_36617436
early_adolescence,1.88418209023548e-07,21603925_35607110
early_childhood,2.96515770093506e-08,21603925_35607110
infancy,-1.09548999459586e-07,21603925_35607110
late_adolescence,2.60873909977235e-07,21603925_35607110
middle_childhood,1.08198120813759e-07,21603925_35607110
term_neonatal,-1.73552004792688e-07,21603925_35607110
toddler,-4.26007877103845e-08,21603925_35607110
early_adolescence,3.90167234735438e-05,21603080_36416584
early_childhood,2.27133036913229e-05,21603080_36416584
infancy,7.93114344342854e-06,21603080_36416584
late_adolescence,4.7770142047117e-05,21603080_36416584
middle_childhood,3.06242247188774e-05,21603080_36416584
term_neonatal,6.82444819872433e-07,21603080_36416584
toddler,1.52098105089243e-05,21603080_36416584
early_adolescence,9.12099086568559e-05,21604562_36718119
early_childhood,4.38979848201193e-05,21604562_36718119
infancy,-1.47958883457544e-06,21604562_36718119
late_adolescence,0.000115490558631679,21604562_36718119
middle_childhood,6.7217216665809e-05,21604562_36718119
term_neonatal,-2.38333097398653e-05,21604562_36718119
toddler,2.10714753613074e-05,21604562_36718119
early_adolescence,0.413947418940527,21604440_35707865
early_childhood,0.248605604802908,21604440_35707865
infancy,0.0786104090167396,21604440_35707865
late_adolescence,0.495179536864267,21604440_35707865
middle_childhood,0.331925893992493,21604440_35707865
term_neonatal,-0.00681497076497403,21604440_35707865
toddler,0.163918977222623,21604440_35707865
early_adolescence,1.90036098982424,21600270_35909509
early_childhood,1.02512906220265,21600270_35909509
infancy,0.218968209818711,21600270_35909509
late_adolescence,2.3690346319757,21600270_35909509
middle_childhood,1.45156363588095,21600270_35909509
term_neonatal,-0.173628197369684,21600270_35909509
toddler,0.616468139460612,21600270_35909509
early_adolescence,0.000154003609422839,21603164_35708093
early_childhood,9.02216601497092e-05,21603164_35708093
infancy,2.59348942535781e-05,21603164_35708093
late_adolescence,0.00018503726153201,21603164_35708093
middle_childhood,0.000122206312759908,21603164_35708093
term_neonatal,-6.50871326271581e-06,21603164_35708093
toddler,5.82045936069661e-05,21603164_35708093
early_adolescence,1.22563720330044e-06,21603911_36110680
early_childhood,6.38204903154325e-07,21603911_36110680
infancy,1.05520118750336e-07,21603911_36110680
late_adolescence,1.54017420993681e-06,21603911_36110680
middle_childhood,9.23452257851591e-07,21603911_36110680
term_neonatal,-1.52192228345384e-07,21603911_36110680
toddler,3.67303075891781e-07,21603911_36110680
early_adolescence,-0.127815548761107,21603925_37622449
early_childhood,-0.0699749923591655,21603925_37622449
infancy,-0.014109037467494,21603925_37622449
late_adolescence,-0.156519912263179,21603925_37622449
middle_childhood,-0.0988399245376683,21603925_37622449
term_neonatal,0.0130215220413471,21603925_37622449
toddler,-0.0416464915880612,21603925_37622449
early_adolescence,0.358758730813274,21602716_37219921
early_childhood,0.209182768800061,21602716_37219921
infancy,0.0599372890663371,21602716_37219921
late_adolescence,0.43216503040786,21602716_37219921
middle_childhood,0.28417148362387,21602716_37219921
term_neonatal,-0.0143506343369579,21602716_37219921
toddler,0.134406236708191,21602716_37219921
early_adolescence,3.71103457773849e-08,21603718_35606946
early_childhood,-6.47368071691891e-08,21603718_35606946
infancy,6.30134643813172e-08,21603718_35606946
late_adolescence,1.8654725519473e-07,21603718_35606946
middle_childhood,-5.19297280091087e-08,21603718_35606946
term_neonatal,1.45100702842782e-07,21603718_35606946
toddler,-1.66248124779055e-08,21603718_35606946
early_adolescence,1.05271963745534,21603795_35809120
early_childhood,0.656721107414875,21603795_35809120
infancy,0.245313433885592,21603795_35809120
late_adolescence,1.24022015963547,21603795_35809120
middle_childhood,0.856896527996658,21603795_35809120
term_neonatal,0.0352108697467464,21603795_35809120
toddler,0.453380456555632,21603795_35809120
early_adolescence,0.00419759331069425,21604271_35809076
early_childhood,0.00235671885860059,21604271_35809076
infancy,0.000543720865019041,21604271_35809076
late_adolescence,0.00509109232755043,21604271_35809076
middle_childhood,0.00327880783681929,21604271_35809076
term_neonatal,-0.000352281130550145,21604271_35809076
toddler,0.0014452710824393,21604271_35809076
early_adolescence,7.79321950962316e-06,21600946_36718338
early_childhood,3.46509245453012e-06,21600946_36718338
infancy,-2.99708579540624e-07,21600946_36718338
late_adolescence,1.01317458699782e-05,21600946_36718338
middle_childhood,5.54782477662399e-06,21600946_36718338
term_neonatal,-2.08729295469224e-06,21600946_36718338
toddler,1.53306180201713e-06,21600946_36718338
early_adolescence,2.4514963993491,21601466_37520731
early_childhood,1.3135162978601,21601466_37520731
infancy,0.276157050300223,21601466_37520731
late_adolescence,3.06522784330194,21601466_37520731
middle_childhood,1.86607334663237,21601466_37520731
term_neonatal,-0.227844433038019,21601466_37520731
toddler,0.786869803150997,21601466_37520731
early_adolescence,1.69774507745184,21602754_35708746
early_childhood,1.06000345311203,21602754_35708746
infancy,0.372514254810536,21602754_35708746
late_adolescence,1.98807696155744,21602754_35708746
middle_childhood,1.38916488601145,21602754_35708746
term_neonatal,0.0245017243810657,21602754_35708746
toddler,0.718881736094607,21602754_35708746
early_adolescence,1.70594790237697e-06,21602730_37320338
early_childhood,1.03933685997626e-06,21602730_37320338
infancy,2.99876400832993e-07,21602730_37320338
late_adolescence,2.00218626389845e-06,21602730_37320338
middle_childhood,1.38774143441594e-06,21602730_37320338
term_neonatal,-7.48487728381727e-08,21602730_37320338
toddler,6.7310772889988e-07,21602730_37320338
early_adolescence,0.306571862463709,21603163_36919059
early_childhood,0.183932376207332,21603163_36919059
infancy,0.0570957903388301,21603163_36919059
late_adolescence,0.365934086103861,21603163_36919059
middle_childhood,0.245995576984979,21603163_36919059
term_neonatal,-0.00660132674957633,21603163_36919059
toddler,0.120731490057257,21603163_36919059
early_adolescence,2.45604312949653e-06,21601129_35707573
early_childhood,1.69999159463941e-06,21601129_35707573
infancy,7.90076175822878e-07,21601129_35707573
