condition_name,meddra_concept_id,atc_concept_id,control
Acute liver injury,35909611,21603103,positive
Acute liver injury,35909613,21603103,positive
Acute liver injury,35909589,21603103,positive
Acute liver injury,35909594,21603103,positive
Acute liver injury,35909520,21603103,positive
Acute liver injury,35104306,21603103,positive
Acute liver injury,35909501,21603103,positive
Acute liver injury,36313594,21603103,positive
Acute liver injury,35909435,21602686,negative
Acute liver injury,35909507,21602686,negative
Acute liver injury,35909516,21602686,negative
Acute liver injury,35205233,21602686,negative
Acute liver injury,36313585,21602686,negative
Acute liver injury,35909557,21602686,negative
Acute liver injury,35909611,21602686,negative
Acute liver injury,35909613,21602686,negative
Acute liver injury,35909589,21602686,negative
Acute liver injury,35909594,21602686,negative
Acute liver injury,35909520,21602686,negative
Acute liver injury,35104306,21602686,negative
Acute liver injury,35909501,21602686,negative
Acute liver injury,36313594,21602686,negative
Acute liver injury,35909435,21604031,positive
Acute liver injury,35909507,21604031,positive
Acute liver injury,35909516,21604031,positive
Acute liver injury,35205233,21604031,positive
Acute liver injury,36313585,21604031,positive
Acute liver injury,35909557,21604031,positive
Acute liver injury,35909611,21604031,positive
Acute liver injury,35909613,21604031,positive
Acute liver injury,35909589,21604031,positive
Acute liver injury,35909594,21604031,positive
Acute liver injury,35909520,21604031,positive
Acute liver injury,35104306,21604031,positive
Acute liver injury,35909501,21604031,positive
Acute liver injury,36313594,21604031,positive
Acute liver injury,35909435,21604431,positive
Acute liver injury,35909507,21604431,positive
Acute liver injury,35909516,21604431,positive
Acute liver injury,35205233,21604431,positive
Acute liver injury,36313585,21604431,positive
Acute liver injury,35909557,21604431,positive
Acute liver injury,35909611,21604431,positive
Acute liver injury,35909613,21604431,positive
Acute liver injury,35909589,21604431,positive
Acute liver injury,35909594,21604431,positive
Acute liver injury,35909520,21604431,positive
Acute liver injury,35104306,21604431,positive
Acute liver injury,35909501,21604431,positive
Acute liver injury,36313594,21604431,positive
Acute liver injury,35909435,21604735,positive
Acute liver injury,35909507,21604735,positive
Acute liver injury,35909516,21604735,positive
Acute liver injury,35205233,21604735,positive
Acute liver injury,36313585,21604735,positive
Acute liver injury,35909557,21604735,positive
Acute liver injury,35909611,21604735,positive
Acute liver injury,35909613,21604735,positive
Acute liver injury,35909589,21604735,positive
Acute liver injury,35909594,21604735,positive
Acute liver injury,35909520,21604735,positive
Acute liver injury,35104306,21604735,positive
Acute liver injury,35909501,21604735,positive
Acute liver injury,36313594,21604735,positive
Acute liver injury,35909435,21604486,positive
Acute liver injury,35909507,21604486,positive
Acute liver injury,35909516,21604486,positive
Acute liver injury,35205233,21604486,positive
Acute liver injury,36313585,21604486,positive
Acute liver injury,35909557,21604486,positive
Acute liver injury,35909611,21604486,positive
Acute liver injury,35909613,21604486,positive
Acute liver injury,35909589,21604486,positive
Acute liver injury,35909594,21604486,positive
Acute liver injury,35909520,21604486,positive
Acute liver injury,35104306,21604486,positive
Acute liver injury,35909501,21604486,positive
Acute liver injury,36313594,21604486,positive
Acute liver injury,35909435,21604697,positive
Acute liver injury,35909507,21604697,positive
Acute liver injury,35909516,21604697,positive
Acute liver injury,35205233,21604697,positive
Acute liver injury,36313585,21604697,positive
Acute liver injury,35909557,21604697,positive
Acute liver injury,35909611,21604697,positive
Acute liver injury,35909613,21604697,positive
Acute liver injury,35909589,21604697,positive
Acute liver injury,35909594,21604697,positive
Acute liver injury,35909520,21604697,positive
Acute liver injury,35104306,21604697,positive
Acute liver injury,35909501,21604697,positive
Acute liver injury,36313594,21604697,positive
Acute liver injury,35909435,21603864,positive
Acute liver injury,35909507,21603864,positive
Acute liver injury,35909516,21603864,positive
Acute liver injury,35205233,21603864,positive
Acute liver injury,36313585,21603864,positive
Acute liver injury,35909557,21603864,positive
Acute liver injury,35909611,21603864,positive
Acute liver injury,35909613,21603864,positive
Acute liver injury,35909589,21603864,positive
Acute liver injury,35909594,21603864,positive
Acute liver injury,35909520,21603864,positive
Acute liver injury,35104306,21603864,positive
Acute liver injury,35909501,21603864,positive
Acute liver injury,36313594,21603864,positive
Acute liver injury,35909435,21600682,negative
Acute liver injury,35909507,21600682,negative
Acute liver injury,35909516,21600682,negative
Acute liver injury,35205233,21600682,negative
Acute liver injury,36313585,21600682,negative
Acute liver injury,35909557,21600682,negative
Acute liver injury,35909611,21600682,negative
Acute liver injury,35909613,21600682,negative
Acute liver injury,35909589,21600682,negative
Acute liver injury,35909594,21600682,negative
Acute liver injury,35909520,21600682,negative
Acute liver injury,35104306,21600682,negative
Acute liver injury,35909501,21600682,negative
Acute liver injury,36313594,21600682,negative
Acute liver injury,35909435,21604523,negative
Acute liver injury,35909507,21604523,negative
Acute liver injury,35909516,21604523,negative
Acute liver injury,35205233,21604523,negative
Acute liver injury,36313585,21604523,negative
Acute liver injury,35909557,21604523,negative
Acute liver injury,35909611,21604523,negative
Acute liver injury,35909613,21604523,negative
Acute liver injury,35909589,21604523,negative
Acute liver injury,35909594,21604523,negative
Acute liver injury,35909520,21604523,negative
Acute liver injury,35104306,21604523,negative
Acute liver injury,35909501,21604523,negative
Acute liver injury,36313594,21604523,negative
Acute liver injury,35909435,21604417,positive
Acute liver injury,35909507,21604417,positive
Acute liver injury,35909516,21604417,positive
Acute liver injury,35205233,21604417,positive
Acute liver injury,36313585,21604417,positive
Acute liver injury,35909557,21604417,positive
Acute liver injury,35909611,21604417,positive
Acute liver injury,35909613,21604417,positive
Acute liver injury,35909589,21604417,positive
Acute liver injury,35909594,21604417,positive
Acute liver injury,35909520,21604417,positive
Acute liver injury,35104306,21604417,positive
Acute liver injury,35909501,21604417,positive
Acute liver injury,36313594,21604417,positive
Acute liver injury,35909435,21600694,positive
Acute liver injury,35909507,21600694,positive
Acute liver injury,35909516,21600694,positive
Acute liver injury,35205233,21600694,positive
Acute liver injury,36313585,21600694,positive
Acute liver injury,35909557,21600694,positive
Acute liver injury,35909611,21600694,positive
Acute liver injury,35909613,21600694,positive
Acute liver injury,35909589,21600694,positive
Acute liver injury,35909594,21600694,positive
Acute liver injury,35909520,21600694,positive
Acute liver injury,35104306,21600694,positive
Acute liver injury,35909501,21600694,positive
Acute liver injury,36313594,21600694,positive
Acute liver injury,35909435,21604394,negative
Acute liver injury,35909507,21604394,negative
Acute liver injury,35909516,21604394,negative
Acute liver injury,35205233,21604394,negative
Acute liver injury,36313585,21604394,negative
Acute liver injury,35909557,21604394,negative
Acute liver injury,35909611,21604394,negative
Acute liver injury,35909613,21604394,negative
Acute liver injury,35909589,21604394,negative
Acute liver injury,35909594,21604394,negative
Acute liver injury,35909520,21604394,negative
Acute liver injury,35104306,21604394,negative
Acute liver injury,35909501,21604394,negative
Acute liver injury,36313594,21604394,negative
Acute liver injury,35909435,21604432,positive
Acute liver injury,35909507,21604432,positive
Acute liver injury,35909516,21604432,positive
Acute liver injury,35205233,21604432,positive
Acute liver injury,36313585,21604432,positive
Acute liver injury,35909557,21604432,positive
Acute liver injury,35909611,21604432,positive
Acute liver injury,35909613,21604432,positive
Acute liver injury,35909589,21604432,positive
Acute liver injury,35909594,21604432,positive
Acute liver injury,35909520,21604432,positive
Acute liver injury,35104306,21604432,positive
Acute liver injury,35909501,21604432,positive
Acute liver injury,36313594,21604432,positive
Acute liver injury,35909435,21604542,positive
Acute liver injury,35909507,21604542,positive
Acute liver injury,35909516,21604542,positive
Acute liver injury,35205233,21604542,positive
Acute liver injury,36313585,21604542,positive
Acute liver injury,35909557,21604542,positive
Acute liver injury,35909611,21604542,positive
Acute liver injury,35909613,21604542,positive
Acute liver injury,35909589,21604542,positive
Acute liver injury,35909594,21604542,positive
Acute liver injury,35909520,21604542,positive
Acute liver injury,35104306,21604542,positive
Acute liver injury,35909501,21604542,positive
Acute liver injury,36313594,21604542,positive
Acute liver injury,35909435,21603065,negative
Acute liver injury,35909507,21603065,negative
Acute liver injury,35909516,21603065,negative
Acute liver injury,35205233,21603065,negative
Acute liver injury,36313585,21603065,negative
Acute liver injury,35909557,21603065,negative
Acute liver injury,35909611,21603065,negative
Acute liver injury,35909613,21603065,negative
Acute liver injury,35909589,21603065,negative
Acute liver injury,35909594,21603065,negative
Acute liver injury,35909520,21603065,negative
Acute liver injury,35104306,21603065,negative
Acute liver injury,35909501,21603065,negative
Acute liver injury,36313594,21603065,negative
Acute liver injury,35909435,21602637,negative
Acute liver injury,35909507,21602637,negative
Acute liver injury,35909516,21602637,negative
Acute liver injury,35205233,21602637,negative
Acute liver injury,36313585,21602637,negative
Acute liver injury,35909557,21602637,negative
Acute liver injury,35909611,21602637,negative
Acute liver injury,35909613,21602637,negative
Acute liver injury,35909589,21602637,negative
Acute liver injury,35909594,21602637,negative
Acute liver injury,35909520,21602637,negative
Acute liver injury,35104306,21602637,negative
Acute liver injury,35909501,21602637,negative
Acute liver injury,36313594,21602637,negative
Acute liver injury,35909435,21603058,positive
Acute liver injury,35909507,21603058,positive
Acute liver injury,35909516,21603058,positive
Acute liver injury,35205233,21603058,positive
Acute liver injury,36313585,21603058,positive
Acute liver injury,35909557,21603058,positive
Acute liver injury,35909611,21603058,positive
Acute liver injury,35909613,21603058,positive
Acute liver injury,35909589,21603058,positive
Acute liver injury,35909594,21603058,positive
Acute liver injury,35909520,21603058,positive
Acute liver injury,35104306,21603058,positive
Acute liver injury,35909501,21603058,positive
Acute liver injury,36313594,21603058,positive
Acute liver injury,35909435,21600193,negative
Acute liver injury,35909507,21600193,negative
Acute liver injury,35909516,21600193,negative
Acute liver injury,35205233,21600193,negative
Acute liver injury,36313585,21600193,negative
Acute liver injury,35909557,21600193,negative
Acute liver injury,35909611,21600193,negative
Acute liver injury,35909613,21600193,negative
Acute liver injury,35909589,21600193,negative
Acute liver injury,35909594,21600193,negative
Acute liver injury,35909520,21600193,negative
Acute liver injury,35104306,21600193,negative
Acute liver injury,35909501,21600193,negative
Acute liver injury,36313594,21600193,negative
Acute liver injury,35909435,21600135,negative
Acute liver injury,35909507,21600135,negative
Acute liver injury,35909516,21600135,negative
Acute liver injury,35205233,21600135,negative
Acute liver injury,36313585,21600135,negative
Acute liver injury,35909557,21600135,negative
Acute liver injury,35909611,21600135,negative
Acute liver injury,35909613,21600135,negative
Acute liver injury,35909589,21600135,negative
Acute liver injury,35909594,21600135,negative
Acute liver injury,35909520,21600135,negative
Acute liver injury,35104306,21600135,negative
Acute liver injury,35909501,21600135,negative
Acute liver injury,36313594,21600135,negative
Acute liver injury,35909435,21603693,positive
Acute liver injury,35909507,21603693,positive
Acute liver injury,35909516,21603693,positive
Acute liver injury,35205233,21603693,positive
Acute liver injury,36313585,21603693,positive
Acute liver injury,35909557,21603693,positive
Acute liver injury,35909611,21603693,positive
Acute liver injury,35909613,21603693,positive
Acute liver injury,35909589,21603693,positive
Acute liver injury,35909594,21603693,positive
Acute liver injury,35909520,21603693,positive
Acute liver injury,35104306,21603693,positive
Acute liver injury,35909501,21603693,positive
Acute liver injury,36313594,21603693,positive
Acute liver injury,35909435,21603909,positive
Acute liver injury,35909507,21603909,positive
Acute liver injury,35909516,21603909,positive
Acute liver injury,35205233,21603909,positive
Acute liver injury,36313585,21603909,positive
Acute liver injury,35909557,21603909,positive
Acute liver injury,35909611,21603909,positive
Acute liver injury,35909613,21603909,positive
Acute liver injury,35909589,21603909,positive
Acute liver injury,35909594,21603909,positive
Acute liver injury,35909520,21603909,positive
Acute liver injury,35104306,21603909,positive
Acute liver injury,35909501,21603909,positive
Acute liver injury,36313594,21603909,positive
Acute liver injury,35909435,21600144,negative
Acute liver injury,35909507,21600144,negative
Acute liver injury,35909516,21600144,negative
Acute liver injury,35205233,21600144,negative
Acute liver injury,36313585,21600144,negative
Acute liver injury,35909557,21600144,negative
Acute liver injury,35909611,21600144,negative
Acute liver injury,35909613,21600144,negative
Acute liver injury,35909589,21600144,negative
Acute liver injury,35909594,21600144,negative
Acute liver injury,35909520,21600144,negative
Acute liver injury,35104306,21600144,negative
Acute liver injury,35909501,21600144,negative
Acute liver injury,36313594,21600144,negative
Acute liver injury,35909435,21602635,negative
Acute liver injury,35909507,21602635,negative
Acute liver injury,35909516,21602635,negative
Acute liver injury,35205233,21602635,negative
Acute liver injury,36313585,21602635,negative
Acute liver injury,35909557,21602635,negative
Acute liver injury,35909611,21602635,negative
Acute liver injury,35909613,21602635,negative
Acute liver injury,35909589,21602635,negative
Acute liver injury,35909594,21602635,negative
Acute liver injury,35909520,21602635,negative
Acute liver injury,35104306,21602635,negative
Acute liver injury,35909501,21602635,negative
Acute liver injury,36313594,21602635,negative
Acute liver injury,35909435,21600571,negative
Acute liver injury,35909507,21600571,negative
Acute liver injury,35909516,21600571,negative
Acute liver injury,35205233,21600571,negative
Acute liver injury,36313585,21600571,negative
Acute liver injury,35909557,21600571,negative
Acute liver injury,35909611,21600571,negative
Acute liver injury,35909613,21600571,negative
Acute liver injury,35909589,21600571,negative
Acute liver injury,35909594,21600571,negative
Acute liver injury,35909520,21600571,negative
Acute liver injury,35104306,21600571,negative
Acute liver injury,35909501,21600571,negative
Acute liver injury,36313594,21600571,negative
Acute kidney injury,37019319,21600503,negative
Acute kidney injury,37019319,21604380,negative
Acute kidney injury,37019319,21603514,negative
Acute kidney injury,37019319,21603354,negative
Acute kidney injury,37019319,21603978,positive
Acute kidney injury,37019319,21604315,positive
Acute kidney injury,37019319,21603410,negative
Acute kidney injury,37019319,21603649,negative
Acute kidney injury,37019319,21604367,negative
Acute kidney injury,37019319,21603965,positive
Acute kidney injury,37019319,21603970,positive
Acute kidney injury,37019319,21604379,negative
Acute kidney injury,37019319,21604131,positive
Acute kidney injury,37019319,21604382,negative
Acute kidney injury,37019319,21604381,negative
Acute kidney injury,37019319,21603948,positive
Acute kidney injury,37019319,21601134,negative
Acute kidney injury,37019319,21601787,positive
Acute kidney injury,37019319,21600371,negative
Acute kidney injury,37019319,21601797,positive
Acute kidney injury,37019319,21601420,negative
Acute kidney injury,37019319,21601831,positive
Acute kidney injury,37019319,21601830,positive
Acute kidney injury,37019319,21601785,positive
Acute kidney injury,37019319,21601829,positive
Acute kidney injury,37019319,21603835,negative
Acute kidney injury,37019319,21601391,negative
Acute kidney injury,37019319,21601082,negative
Acute kidney injury,37019319,21600776,negative
Acute kidney injury,37019319,21603169,negative
Acute kidney injury,37019319,21603152,negative
Acute kidney injury,37019319,21600608,negative
Acute kidney injury,37019319,21602842,negative
Acute kidney injury,37019319,21603158,negative
Acute kidney injury,37019319,21604941,negative
Acute kidney injury,37019319,21602686,negative
Acute kidney injury,37019319,21600812,negative
Acute kidney injury,37019319,21603101,positive
Acute kidney injury,37019319,21604534,negative
Acute kidney injury,37019319,21604095,negative
Acute kidney injury,37019319,21604697,negative
Acute kidney injury,37019319,21600682,negative
Acute kidney injury,37019319,21600694,negative
Acute kidney injury,37019319,21604394,negative
Acute kidney injury,37019319,21604503,negative
Acute kidney injury,37019319,21604689,negative
Acute kidney injury,37019319,21604660,negative
Acute kidney injury,37019319,21604542,negative
Acute kidney injury,37019319,21604642,negative
Acute kidney injury,37019319,21603065,negative
Acute kidney injury,37019319,21602643,negative
Acute kidney injury,37019319,21600193,negative
Acute kidney injury,37019319,21600135,negative
Acute kidney injury,37019319,21603909,negative
Acute kidney injury,37019319,21604232,negative
Acute kidney injury,37019319,21602635,negative
Acute kidney injury,37019319,21601466,positive
Acute kidney injury,37019319,21600571,negative
Acute kidney injury,37019319,21601467,positive
Acute myocardial infarction,35205180,21600111,negative
Acute myocardial infarction,35205181,21600111,negative
Acute myocardial infarction,35205182,21600111,negative
Acute myocardial infarction,35205190,21600111,negative
Acute myocardial infarction,35205180,21600503,negative
Acute myocardial infarction,35205181,21600503,negative
Acute myocardial infarction,35205182,21600503,negative
Acute myocardial infarction,35205190,21600503,negative
Acute myocardial infarction,35205180,21604380,positive
Acute myocardial infarction,35205181,21604380,positive
Acute myocardial infarction,35205182,21604380,positive
Acute myocardial infarction,35205190,21604380,positive
Acute myocardial infarction,35205180,21603514,negative
Acute myocardial infarction,35205181,21603514,negative
Acute myocardial infarction,35205182,21603514,negative
Acute myocardial infarction,35205190,21603514,negative
Acute myocardial infarction,35205180,21603354,negative
Acute myocardial infarction,35205181,21603354,negative
Acute myocardial infarction,35205182,21603354,negative
Acute myocardial infarction,35205190,21603354,negative
Acute myocardial infarction,35205180,21603999,positive
Acute myocardial infarction,35205181,21603999,positive
Acute myocardial infarction,35205182,21603999,positive
Acute myocardial infarction,35205190,21603999,positive
Acute myocardial infarction,35205180,21604378,positive
Acute myocardial infarction,35205181,21604378,positive
Acute myocardial infarction,35205182,21604378,positive
Acute myocardial infarction,35205190,21604378,positive
Acute myocardial infarction,35205180,21603978,positive
Acute myocardial infarction,35205181,21603978,positive
Acute myocardial infarction,35205182,21603978,positive
Acute myocardial infarction,35205190,21603978,positive
Acute myocardial infarction,35205180,21604377,positive
Acute myocardial infarction,35205181,21604377,positive
Acute myocardial infarction,35205182,21604377,positive
Acute myocardial infarction,35205190,21604377,positive
Acute myocardial infarction,35205180,21604315,positive
Acute myocardial infarction,35205181,21604315,positive
Acute myocardial infarction,35205182,21604315,positive
Acute myocardial infarction,35205190,21604315,positive
Acute myocardial infarction,35205180,21603410,negative
Acute myocardial infarction,35205181,21603410,negative
Acute myocardial infarction,35205182,21603410,negative
Acute myocardial infarction,35205190,21603410,negative
Acute myocardial infarction,35205180,21604310,positive
Acute myocardial infarction,35205181,21604310,positive
Acute myocardial infarction,35205182,21604310,positive
Acute myocardial infarction,35205190,21604310,positive
Acute myocardial infarction,35205180,21603266,negative
Acute myocardial infarction,35205181,21603266,negative
Acute myocardial infarction,35205182,21603266,negative
Acute myocardial infarction,35205190,21603266,negative
Acute myocardial infarction,35205180,21603649,negative
Acute myocardial infarction,35205181,21603649,negative
Acute myocardial infarction,35205182,21603649,negative
Acute myocardial infarction,35205190,21603649,negative
Acute myocardial infarction,35205180,21604376,positive
Acute myocardial infarction,35205181,21604376,positive
Acute myocardial infarction,35205182,21604376,positive
Acute myocardial infarction,35205190,21604376,positive
Acute myocardial infarction,35205180,21603970,positive
Acute myocardial infarction,35205181,21603970,positive
Acute myocardial infarction,35205182,21603970,positive
Acute myocardial infarction,35205190,21603970,positive
Acute myocardial infarction,35205180,21604379,positive
Acute myocardial infarction,35205181,21604379,positive
Acute myocardial infarction,35205182,21604379,positive
Acute myocardial infarction,35205190,21604379,positive
Acute myocardial infarction,35205180,21604382,positive
Acute myocardial infarction,35205181,21604382,positive
Acute myocardial infarction,35205182,21604382,positive
Acute myocardial infarction,35205190,21604382,positive
Acute myocardial infarction,35205180,21604381,positive
Acute myocardial infarction,35205181,21604381,positive
Acute myocardial infarction,35205182,21604381,positive
Acute myocardial infarction,35205190,21604381,positive
Acute myocardial infarction,35205180,21603948,positive
Acute myocardial infarction,35205181,21603948,positive
Acute myocardial infarction,35205182,21603948,positive
Acute myocardial infarction,35205190,21603948,positive
Acute myocardial infarction,35205180,21603942,positive
Acute myocardial infarction,35205181,21603942,positive
Acute myocardial infarction,35205182,21603942,positive
Acute myocardial infarction,35205190,21603942,positive
Acute myocardial infarction,35205180,21601134,positive
Acute myocardial infarction,35205181,21601134,positive
Acute myocardial infarction,35205182,21601134,positive
Acute myocardial infarction,35205190,21601134,positive
Acute myocardial infarction,35205180,21601797,positive
Acute myocardial infarction,35205181,21601797,positive
Acute myocardial infarction,35205182,21601797,positive
Acute myocardial infarction,35205190,21601797,positive
Acute myocardial infarction,35205180,21601751,positive
Acute myocardial infarction,35205181,21601751,positive
Acute myocardial infarction,35205182,21601751,positive
Acute myocardial infarction,35205190,21601751,positive
Acute myocardial infarction,35205180,21600992,positive
Acute myocardial infarction,35205181,21600992,positive
Acute myocardial infarction,35205182,21600992,positive
Acute myocardial infarction,35205190,21600992,positive
Acute myocardial infarction,35205180,21601747,positive
Acute myocardial infarction,35205181,21601747,positive
Acute myocardial infarction,35205182,21601747,positive
Acute myocardial infarction,35205190,21601747,positive
Acute myocardial infarction,35205180,21603835,negative
Acute myocardial infarction,35205181,21603835,negative
Acute myocardial infarction,35205182,21603835,negative
Acute myocardial infarction,35205190,21603835,negative
Acute myocardial infarction,35205180,21601391,negative
Acute myocardial infarction,35205181,21601391,negative
Acute myocardial infarction,35205182,21601391,negative
Acute myocardial infarction,35205190,21601391,negative
Acute myocardial infarction,35205180,21601082,negative
Acute myocardial infarction,35205181,21601082,negative
Acute myocardial infarction,35205182,21601082,negative
Acute myocardial infarction,35205190,21601082,negative
Acute myocardial infarction,35205180,21602766,negative
Acute myocardial infarction,35205181,21602766,negative
Acute myocardial infarction,35205182,21602766,negative
Acute myocardial infarction,35205190,21602766,negative
Acute myocardial infarction,35205180,21600776,negative
Acute myocardial infarction,35205181,21600776,negative
Acute myocardial infarction,35205182,21600776,negative
Acute myocardial infarction,35205190,21600776,negative
Acute myocardial infarction,35205180,21602517,positive
Acute myocardial infarction,35205181,21602517,positive
Acute myocardial infarction,35205182,21602517,positive
Acute myocardial infarction,35205190,21602517,positive
Acute myocardial infarction,35205180,21602523,positive
Acute myocardial infarction,35205181,21602523,positive
Acute myocardial infarction,35205182,21602523,positive
Acute myocardial infarction,35205190,21602523,positive
Acute myocardial infarction,35205180,21600784,negative
Acute myocardial infarction,35205181,21600784,negative
Acute myocardial infarction,35205182,21600784,negative
Acute myocardial infarction,35205190,21600784,negative
Acute myocardial infarction,35205180,21603083,negative
Acute myocardial infarction,35205181,21603083,negative
Acute myocardial infarction,35205182,21603083,negative
Acute myocardial infarction,35205190,21603083,negative
Acute myocardial infarction,35205180,21603169,negative
Acute myocardial infarction,35205181,21603169,negative
Acute myocardial infarction,35205182,21603169,negative
Acute myocardial infarction,35205190,21603169,negative
Acute myocardial infarction,35205180,21603152,negative
Acute myocardial infarction,35205181,21603152,negative
Acute myocardial infarction,35205182,21603152,negative
Acute myocardial infarction,35205190,21603152,negative
Acute myocardial infarction,35205180,21603161,negative
Acute myocardial infarction,35205181,21603161,negative
Acute myocardial infarction,35205182,21603161,negative
Acute myocardial infarction,35205190,21603161,negative
Acute myocardial infarction,35205180,21600608,negative
Acute myocardial infarction,35205181,21600608,negative
Acute myocardial infarction,35205182,21600608,negative
Acute myocardial infarction,35205190,21600608,negative
Acute myocardial infarction,35205180,21602842,negative
Acute myocardial infarction,35205181,21602842,negative
Acute myocardial infarction,35205182,21602842,negative
Acute myocardial infarction,35205190,21602842,negative
Acute myocardial infarction,35205180,21603157,negative
Acute myocardial infarction,35205181,21603157,negative
Acute myocardial infarction,35205182,21603157,negative
Acute myocardial infarction,35205190,21603157,negative
Acute myocardial infarction,35205180,21603173,negative
Acute myocardial infarction,35205181,21603173,negative
Acute myocardial infarction,35205182,21603173,negative
Acute myocardial infarction,35205190,21603173,negative
Acute myocardial infarction,35205180,21603163,negative
Acute myocardial infarction,35205181,21603163,negative
Acute myocardial infarction,35205182,21603163,negative
Acute myocardial infarction,35205190,21603163,negative
Acute myocardial infarction,35205180,21604941,negative
Acute myocardial infarction,35205181,21604941,negative
Acute myocardial infarction,35205182,21604941,negative
Acute myocardial infarction,35205190,21604941,negative
Acute myocardial infarction,35205180,21602686,negative
Acute myocardial infarction,35205181,21602686,negative
Acute myocardial infarction,35205182,21602686,negative
Acute myocardial infarction,35205190,21602686,negative
Acute myocardial infarction,35205180,21600812,negative
Acute myocardial infarction,35205181,21600812,negative
Acute myocardial infarction,35205182,21600812,negative
Acute myocardial infarction,35205190,21600812,negative
Acute myocardial infarction,35205180,21604031,negative
Acute myocardial infarction,35205181,21604031,negative
Acute myocardial infarction,35205182,21604031,negative
Acute myocardial infarction,35205190,21604031,negative
Acute myocardial infarction,35205180,21604534,negative
Acute myocardial infarction,35205181,21604534,negative
Acute myocardial infarction,35205182,21604534,negative
Acute myocardial infarction,35205190,21604534,negative
Acute myocardial infarction,35205180,21604095,negative
Acute myocardial infarction,35205181,21604095,negative
Acute myocardial infarction,35205182,21604095,negative
Acute myocardial infarction,35205190,21604095,negative
Acute myocardial infarction,35205180,21604704,positive
Acute myocardial infarction,35205181,21604704,positive
Acute myocardial infarction,35205182,21604704,positive
Acute myocardial infarction,35205190,21604704,positive
Acute myocardial infarction,35205180,21604688,positive
Acute myocardial infarction,35205181,21604688,positive
Acute myocardial infarction,35205182,21604688,positive
Acute myocardial infarction,35205190,21604688,positive
Acute myocardial infarction,35205180,21604697,positive
Acute myocardial infarction,35205181,21604697,positive
Acute myocardial infarction,35205182,21604697,positive
Acute myocardial infarction,35205190,21604697,positive
Acute myocardial infarction,35205180,21604758,negative
Acute myocardial infarction,35205181,21604758,negative
Acute myocardial infarction,35205182,21604758,negative
Acute myocardial infarction,35205190,21604758,negative
Acute myocardial infarction,35205180,21604523,negative
Acute myocardial infarction,35205181,21604523,negative
Acute myocardial infarction,35205182,21604523,negative
Acute myocardial infarction,35205190,21604523,negative
Acute myocardial infarction,35205180,21604394,negative
Acute myocardial infarction,35205181,21604394,negative
Acute myocardial infarction,35205182,21604394,negative
Acute myocardial infarction,35205190,21604394,negative
Acute myocardial infarction,35205180,21604503,negative
Acute myocardial infarction,35205181,21604503,negative
Acute myocardial infarction,35205182,21604503,negative
Acute myocardial infarction,35205190,21604503,negative
Acute myocardial infarction,35205180,21604689,positive
Acute myocardial infarction,35205181,21604689,positive
Acute myocardial infarction,35205182,21604689,positive
Acute myocardial infarction,35205190,21604689,positive
Acute myocardial infarction,35205180,21604660,negative
Acute myocardial infarction,35205181,21604660,negative
Acute myocardial infarction,35205182,21604660,negative
Acute myocardial infarction,35205190,21604660,negative
Acute myocardial infarction,35205180,21604642,negative
Acute myocardial infarction,35205181,21604642,negative
Acute myocardial infarction,35205182,21604642,negative
Acute myocardial infarction,35205190,21604642,negative
Acute myocardial infarction,35205180,21603065,negative
Acute myocardial infarction,35205181,21603065,negative
Acute myocardial infarction,35205182,21603065,negative
Acute myocardial infarction,35205190,21603065,negative
Acute myocardial infarction,35205180,21602643,negative
Acute myocardial infarction,35205181,21602643,negative
Acute myocardial infarction,35205182,21602643,negative
Acute myocardial infarction,35205190,21602643,negative
Acute myocardial infarction,35205180,21602637,negative
Acute myocardial infarction,35205181,21602637,negative
Acute myocardial infarction,35205182,21602637,negative
Acute myocardial infarction,35205190,21602637,negative
Acute myocardial infarction,35205180,21600193,negative
Acute myocardial infarction,35205181,21600193,negative
Acute myocardial infarction,35205182,21600193,negative
Acute myocardial infarction,35205190,21600193,negative
Acute myocardial infarction,35205180,21600135,negative
Acute myocardial infarction,35205181,21600135,negative
Acute myocardial infarction,35205182,21600135,negative
Acute myocardial infarction,35205190,21600135,negative
Acute myocardial infarction,35205180,21603693,negative
Acute myocardial infarction,35205181,21603693,negative
Acute myocardial infarction,35205182,21603693,negative
Acute myocardial infarction,35205190,21603693,negative
Acute myocardial infarction,35205180,21604232,negative
Acute myocardial infarction,35205181,21604232,negative
Acute myocardial infarction,35205182,21604232,negative
Acute myocardial infarction,35205190,21604232,negative
Acute myocardial infarction,35205180,21600144,negative
Acute myocardial infarction,35205181,21600144,negative
Acute myocardial infarction,35205182,21600144,negative
Acute myocardial infarction,35205190,21600144,negative
Acute myocardial infarction,35205180,21602635,negative
Acute myocardial infarction,35205181,21602635,negative
Acute myocardial infarction,35205182,21602635,negative
Acute myocardial infarction,35205190,21602635,negative
Acute myocardial infarction,35205180,21600663,negative
Acute myocardial infarction,35205181,21600663,negative
Acute myocardial infarction,35205182,21600663,negative
Acute myocardial infarction,35205190,21600663,negative
Acute myocardial infarction,35205180,21600571,negative
Acute myocardial infarction,35205181,21600571,negative
Acute myocardial infarction,35205182,21600571,negative
Acute myocardial infarction,35205190,21600571,negative
Acute myocardial infarction,35205180,21601467,negative
Acute myocardial infarction,35205181,21601467,negative
Acute myocardial infarction,35205182,21601467,negative
Acute myocardial infarction,35205190,21601467,negative
